,X0,X1,X2,X3,X4,Y1,Y2,Y3
43,0.307126651,0.607912178,0.26552975,0.406699069,0.378394751,1.307060363,2.443573835,1.514999511
44,0.685480274,0.188617669,0.491401006,0.516639831,0.20346504,1.563316735,1.59678673,1.132815332
45,0.004212666,0.054681169,0.810543133,0.694192144,0.673535306,-0.000739078,1.705030923,2.768385425
46,0.889854465,0.364435255,0.036888224,0.20377342,0.313579564,2.097048605,1.335515574,1.08897992
47,0.512300374,0.475473307,0.317517752,0.881525025,0.552683068,1.561567571,2.633339062,2.521180055
48,0.449326665,0.976437507,0.132806072,0.105282205,0.379704882,1.839377975,3.101773056,1.24804611
49,0.607536383,0.757872555,0.725958226,0.227227227,0.074768263,2.021336934,3.182981202,0.397565884
50,0.61031944,0.051418076,0.693651775,0.197284819,0.006301564,1.216373001,0.996719071,0.227274777
51,0.672379137,0.432623769,0.965378069,0.057686929,0.169975752,1.864108126,2.298741177,0.590108217
52,0.425533323,0.406742463,0.639299929,0.149689169,0.474932167,1.264108401,2.008369121,1.488227418
53,0.433372421,0.004736572,0.123305852,0.807945522,0.69431473,0.908793106,0.830837072,2.90594493
54,0.090034349,0.38725324,0.57488511,0.612125533,0.162974718,0.514341873,2.392500358,1.116692032
55,0.745568642,0.709119369,0.463301888,0.406686502,0.197775041,2.177646811,3.075440829,0.95359003
56,0.332183345,0.867125905,0.657747844,0.65964398,0.975095837,1.535863068,3.930429571,3.540548276
57,0.615134911,0.505337108,0.17791756,0.492563443,0.697420984,1.660739046,2.244475657,2.594040557
58,0.618646632,0.633208932,0.766764935,0.985526056,0.56269353,1.929436844,3.587132592,2.700298126
59,0.929662134,0.348454781,0.002917284,0.737491314,0.238686302,2.139640652,1.773369042,1.529100648
60,0.101324874,0.435227969,0.406437745,0.295362985,0.497684053,0.630603944,1.991430276,1.863363306
61,0.904498918,0.275032681,0.982011417,0.991957837,0.728686177,2.03364373,2.793178726,3.086089514
62,0.676502806,0.625968207,0.98614625,0.492899566,0.780006766,1.922939683,3.363159281,2.86238789
63,0.538039022,0.642373101,0.015828203,0.03684648,0.246504172,1.734351694,2.009589257,0.69025143
64,0.813122541,0.591862857,0.471923651,0.271063812,0.973178276,2.174952309,2.494321231,3.250082599
65,0.842649532,0.506824871,0.225692792,0.033396822,0.143368488,2.199892578,1.741958145,0.40589998
66,0.381148834,0.889176544,0.675087474,0.477044566,0.614479333,1.645659437,3.808257231,2.309324365
67,0.837955154,0.300333944,0.929568961,0.701865131,0.001561815,2.067215763,2.565920534,0.744451397
68,0.576575184,0.976320033,0.632094441,0.069386297,0.863226525,2.144139667,3.620726706,2.688690634
69,0.108852964,0.477991142,0.193538585,0.626518227,0.971364925,0.708255902,2.323004743,3.44990988
70,0.288998074,0.91481993,0.341392599,0.926325761,0.541989389,1.588540299,3.937836595,2.513144386
71,0.017832577,0.558070829,0.148970462,0.449580263,0.451100815,0.612304399,2.26331281,1.746325284
72,0.172758125,0.959976089,0.058733229,0.113414496,0.811040242,1.333608198,2.994138515,2.588731276
73,0.60078985,0.99294876,0.076503206,0.829787814,0.366659504,2.194392311,3.940847553,1.910282429
74,0.279614818,0.080316693,0.367046759,0.791264956,0.742019173,0.650499471,1.462910469,3.052360221
75,0.343791347,0.371302563,0.141540222,0.69015956,0.970997092,1.062115344,2.023498818,3.551959247
76,0.312932156,0.802799677,0.274201584,0.367495905,0.922057638,1.364622761,3.050828866,3.128930767
77,0.64326582,0.784876756,0.484257001,0.291301472,0.14751232,2.109989122,3.127206129,0.72455612
78,0.118570938,0.40315993,0.490152402,0.949570576,0.909436955,0.573534342,2.612152071,3.811349067
79,0.899313996,0.19890847,0.996505831,0.438396869,0.614845066,2.048075987,2.030454748,2.234386556
80,0.414214136,0.14318141,0.808513593,0.785477503,0.159856172,1.042147531,2.041840062,1.238143318
81,0.75951046,0.102085186,0.640173413,0.219804143,0.841105719,1.687459221,1.178480778,2.676913798
82,0.380394358,0.812379606,0.045908632,0.544978287,0.48749077,1.484295126,3.038285167,1.974991286
83,0.831409906,0.415965846,0.304884475,0.331391265,0.019691974,2.135451972,1.92035024,0.41860224
84,0.871458262,0.370862377,0.646722408,0.271547651,0.457265247,2.144091693,2.04199375,1.681776459
85,0.01891364,0.316254225,0.933786849,0.248203717,0.531563654,0.37463709,2.113036079,1.772577179
86,0.797565331,0.696031205,0.772432158,0.620010245,0.576393508,2.211225298,3.475111015,2.342639014
87,0.731599163,0.599764424,0.869765187,0.094908386,0.515442674,2.073073653,2.809318952,1.676752109
88,0.188987747,0.671566313,0.088887672,0.429473981,0.970574888,1.102878095,2.539840488,3.401351855
89,0.804657947,0.190626036,0.352198583,0.059662885,0.445635453,1.772680171,0.972908749,1.278502961
90,0.254663192,0.223310346,0.507151066,0.442428772,0.879214095,0.786807127,1.547860407,3.044594541
91,0.149324587,0.811194071,0.772592417,0.227054684,0.078514487,1.167602126,3.516229299,0.418511935
92,0.941925488,0.833333821,0.039976401,0.532088905,0.947508684,2.688003602,3.080324747,3.368235336
93,0.635430933,0.973804239,0.866131124,0.318867177,0.05402982,2.244943534,4.235442014,0.560463087
94,0.446171256,0.162801976,0.077391699,0.270951356,0.355046046,1.097184856,0.810917183,1.37704335
95,0.544810335,0.482895893,0.786655425,0.760186808,0.941193545,1.669412306,2.940372139,3.504026438
96,0.735710322,0.589872386,0.020490551,0.465963335,0.624148216,2.070721087,2.277270169,2.426956494
97,0.711899308,0.005763455,0.233880177,0.937536061,0.746908087,1.354169735,1.232199116,3.234269594
98,0.109805962,0.322285813,0.386522048,0.249941031,0.541689651,0.498638849,1.612209596,1.866493824
99,0.169661007,0.123668735,0.406577795,0.660154286,0.838312613,0.416408764,1.302929775,3.25163452
100,0.79004017,0.887665923,0.439879218,0.293146126,0.363916619,2.461329195,3.429134879,1.415284922
101,0.873937995,0.295946675,0.532016389,0.193815275,0.925967827,1.991673312,1.662925092,2.932789031
102,0.11361093,0.914258405,0.699403221,0.380098395,0.132162415,1.209425984,3.835379509,0.647320173
103,0.491248224,0.747086173,0.358804068,0.916511194,0.596489565,1.647853056,3.496391949,2.695395431
104,0.525502583,0.521605723,0.372022639,0.239508106,0.933720988,1.583917186,2.182367501,3.133147455
105,0.554608935,0.103776646,0.287403167,0.328331347,0.852575727,1.208703977,0.924939223,2.868122672
106,0.130870459,0.307015584,0.508147855,0.900582872,0.792421542,0.580519713,2.320471577,3.350492759
107,0.272452292,0.407105335,0.592929499,0.016108699,0.342865188,0.903593692,1.825571745,1.096672036
108,0.233535231,0.149642346,0.317915903,0.646164412,0.944251585,0.67893115,1.468846163,3.427893849
109,0.19281215,0.031702664,0.665161833,0.356344438,0.251334818,0.400856685,1.082272439,1.08020553
110,0.345657512,0.667598962,0.700090279,0.307008858,0.898381569,1.424395825,2.92988285,2.940117375
111,0.889215475,0.699777096,0.332698148,0.616128643,0.824175282,2.430385852,3.037682429,3.096274914
112,0.748588846,0.216053157,0.387715058,0.09958079,0.761394655,1.690260724,1.13967497,2.393781668
113,0.23587695,0.303848674,0.634606156,0.678413187,0.349220182,0.83620475,2.180895667,1.768020449
114,0.670210512,0.847505527,0.461564305,0.352402844,0.863020803,2.152325016,3.376772111,2.98750157
115,0.792060101,0.211853698,0.67814954,0.919349759,0.333754804,1.781966668,2.181051853,1.865406748
116,0.25571841,0.799008909,0.930481965,0.521398256,0.897171392,1.284159114,3.799425814,3.167956652
117,0.252527819,0.203434766,0.722996356,0.516677045,0.706995466,0.656743974,1.84370178,2.682352779
118,0.275460121,0.746754029,0.275517799,0.95168252,0.709838917,1.240499645,3.464132112,3.116457497
119,0.243067257,0.929008699,0.831411421,0.132009889,0.892683002,1.416265762,3.799784545,2.786254809
120,0.295014359,0.247849983,0.472201879,0.357582,0.524020377,0.84007527,1.531883107,1.866710628
121,0.185151686,0.41670843,0.957228569,0.88200384,0.136566308,0.804929901,3.079748045,1.352842807
122,0.325997324,0.698264943,0.452680409,0.015356244,0.15440882,1.406923023,2.574398901,0.44824875
123,0.593129226,0.10190285,0.887220955,0.600535644,0.313954205,1.242656541,1.772634842,1.552197976
124,0.354380902,0.625523782,0.727859062,0.933213703,0.31356181,1.30219292,3.493286019,1.851760354
125,0.908730959,0.311707522,0.468790613,0.379238222,0.337515918,2.196976529,1.795025228,1.472199052
126,0.436597294,0.064510606,0.649690927,0.840650892,0.916690521,0.948570563,1.733763314,3.603387197
127,0.142246328,0.97671442,0.311433676,0.875305015,0.361611288,1.329670518,4.088849013,1.901990293
128,0.119189022,0.289894693,0.857058392,0.058490899,0.555972288,0.605517188,1.834178628,1.740036699
129,0.003315822,0.607083686,0.908507585,0.529547582,0.3021278,0.652992884,3.225191813,1.402920843
130,0.898444297,0.576678231,0.777301045,0.943473825,0.604395826,2.379512395,3.323715122,2.823632219
131,0.792223653,0.717684475,0.035046783,0.780288442,0.751945317,2.233001057,2.996253193,3.119017441
132,0.756887822,0.54080636,0.275019597,0.636775798,0.202717052,1.993959731,2.529606614,1.290446019
133,0.871319031,0.073047482,0.789387424,0.45761998,0.834740512,1.882581334,1.399368075,2.836125654
134,0.321000708,0.057338794,0.583546809,0.387433151,0.383280299,0.70486129,1.129456837,1.549999643
135,0.757661855,0.283165856,0.504968167,0.956440407,0.292254758,1.849613428,2.331671227,1.891581446
136,0.993122345,0.441956931,0.390169364,0.340518122,0.119789004,2.463013782,2.148227059,0.737896368
137,0.676609824,0.447666879,0.770913513,0.08709332,0.207185289,1.898645854,2.106496843,0.683610752
138,0.700310818,0.680129881,0.387991828,0.285593931,0.598690279,2.008292056,2.714428879,2.000808247
139,0.533625675,0.04634583,0.17756189,0.616135609,0.21870662,1.142398397,0.911568547,1.211265464
140,0.523294537,0.239242712,0.489676531,0.012131816,0.784100346,1.270902409,1.184075638,2.379995027
141,0.045824123,0.370515127,0.439727208,0.933561245,0.713504798,0.4303195,2.515770164,3.030108029
142,0.669192536,0.592404699,0.976360501,0.417337625,0.238226195,1.867249348,3.191647647,1.154572206
143,0.578500622,0.743755155,0.050498608,0.914627303,0.661073047,1.981670411,3.144458373,2.864265207
144,0.481779418,0.626768852,0.147645799,0.915988997,0.060736327,1.601272024,3.024663844,1.110750722
145,0.283354263,0.162512974,0.306779766,0.110775844,0.206048093,0.76983256,0.838266184,0.720108204
146,0.541703308,0.005122557,0.41564347,0.55024514,0.385368563,1.057222386,1.02337217,1.676258476
147,0.486247754,0.448885061,0.558036392,0.105085799,0.759350999,1.385862304,1.99368019,2.333441625
148,0.683658197,0.537156021,0.99490484,0.681080485,0.067865064,1.839678271,3.272111607,0.902378909
149,0.973868341,0.428868165,0.769117015,0.901090771,0.263373739,2.413681539,2.873680937,1.723317419
150,0.345833803,0.248870281,0.472716941,0.091375122,0.077833318,0.86509292,1.363105193,0.404559453
151,0.204549517,0.487097303,0.183522533,0.085973597,0.781924052,0.953822053,1.764527423,2.458798546
152,0.562782896,0.198040659,0.012274683,0.811287487,0.22513735,1.398953379,1.323464401,1.547901612
153,0.181345176,0.26358016,0.294394766,0.027240557,0.793685209,0.701244005,1.054966148,2.362260007
154,0.126181368,0.318686728,0.88974581,0.702169133,0.364388037,0.5321896,2.603085937,1.705372496
155,0.591792836,0.449545524,0.256541467,0.7352379,0.83722294,1.619669699,2.335724245,3.317969558
156,0.017533053,0.367189977,0.166712382,0.014937264,0.125247067,0.411205163,1.241096435,0.392874951
157,0.718903357,0.268374204,0.826053858,0.221042792,0.745070732,1.675355909,1.906325413,2.446751188
158,0.755560774,0.040979112,0.225332403,0.095254519,0.944964109,1.499594257,0.417732502,2.963773185
159,0.196447762,0.593984076,0.993640623,0.863581934,0.094650767,0.972051009,3.649031487,1.097054209
160,0.361800636,0.091488489,0.170432884,0.488376366,0.671247366,0.751102261,1.017000319,2.575575048
161,0.779927485,0.614404498,0.992858251,0.756475076,0.095695555,2.209111852,3.63557615,1.062501785
162,0.806648098,0.694223046,0.632558085,0.225730481,0.441149207,2.293523366,2.930333709,1.536320876
163,0.303633937,0.413581579,0.074109955,0.489351803,0.305724728,0.972202693,1.83248491,1.403402493
164,0.999474383,0.329274127,0.756467419,0.695583835,0.14338054,2.332580318,2.4376065,1.138271124
165,0.862389292,0.959756967,0.314954239,0.677926208,0.540610334,2.698494266,3.899664311,2.194874935
166,0.358361323,0.316370377,0.045950314,0.371776938,0.537339382,0.972912312,1.356502354,1.92409183
167,0.28998314,0.644160211,0.374562358,0.914755351,0.367283718,1.267577839,3.219458913,2.052750433
168,0.991619255,0.518858761,0.831031,0.698789705,0.982023227,2.539481435,3.037618479,3.63683126
169,0.654676773,0.718543727,0.240033588,0.432999385,0.012398148,1.993148255,2.804274078,0.417784876
170,0.378956601,0.763929628,0.50005019,0.236377726,0.302182993,1.577784022,3.027465815,1.122409232
171,0.438495276,0.801423919,0.933806097,0.876948977,0.992902695,1.65412294,4.156883889,3.773970367
172,0.766771871,0.788732682,0.619018591,0.388092904,0.501470096,2.296103867,3.351875557,1.876742169
173,0.253871067,0.620142477,0.193532971,0.239387747,0.910092447,1.112649801,2.250409196,2.950604058
174,0.958525029,0.028839423,0.998907345,0.168929467,0.034349553,1.910036267,1.233277844,0.311543518
175,0.635758342,0.74551448,0.531748623,0.839090416,0.776681761,1.97874816,3.635615474,3.202519624
176,0.42060111,0.678259517,0.172633055,0.55183852,0.834719998,1.569912189,2.771778603,2.984589538
177,0.952040089,0.603062134,0.705823813,0.829669055,0.625121864,2.454173526,3.37099094,2.719406537
178,0.846247656,0.421396737,0.041663316,0.579910474,0.976559555,2.20143714,1.912825011,3.413596457
179,0.258478423,0.840411432,0.788444021,0.783186051,0.713528606,1.303829587,4.039368847,2.781342372
180,0.887564505,0.929524614,0.550481433,0.282334245,0.154283564,2.690481627,3.579183308,0.783208526
181,0.370521007,0.070633707,0.287027984,0.837441844,0.300326384,0.8328405,1.373270432,1.668560195
182,0.335954696,0.486613236,0.425175863,0.666192333,0.552741094,1.118912994,2.440341214,2.322730984
183,0.982591923,0.660503651,0.001267705,0.742208789,0.027040503,2.616131216,2.771604095,0.880782115
184,0.069675381,0.310336654,0.497529311,0.992280068,0.475812042,0.446032654,2.466249687,2.460225139
185,0.49917366,0.969217185,0.279326152,0.566829332,0.903160264,2.025130392,3.727212294,3.311358385
186,0.632042785,0.949812197,0.978092742,0.9710243,0.914377969,2.292067095,4.755127936,3.628700432
187,0.938492754,0.08842124,0.861482538,0.102724454,0.27379486,1.876802854,1.21273651,0.864749728
188,0.977260275,0.965007488,0.267836773,0.484891543,0.392006964,2.967663158,3.60413298,1.666899947
189,0.146760377,0.047200204,0.090960517,0.041116744,0.877839967,0.241093789,0.329656749,2.648081786
190,0.867016365,0.453260818,0.268689685,0.662641366,0.084330218,2.25383753,2.267423204,0.971143852
191,0.891149736,0.76502229,0.307874353,0.322813825,0.753200132,2.61586071,2.945134192,2.50241186
192,0.553163414,0.016907479,0.220004228,0.71342069,0.030482336,1.109174339,0.963155931,0.816255718
193,0.4886899,0.976311041,0.641679638,0.640044065,0.368584902,2.010372351,4.191064056,1.806544006
194,0.961760888,0.432432763,0.359359338,0.573136699,0.88184324,2.313306428,2.148578236,3.159362365
195,0.873196423,0.244766971,0.848010199,0.776901456,0.12285757,1.986893199,2.390997627,1.182948745
196,0.234064525,0.730971396,0.136536541,0.095549009,0.537098707,1.18545721,2.335286668,1.714974963
197,0.783247286,0.116455383,0.194375278,0.632810801,0.513854496,1.656297092,1.183112892,2.103768054
198,0.852350598,0.879603518,0.398653315,0.168033692,0.788889011,2.590654266,3.100351865,2.516919957
199,0.490653831,0.095453296,0.985365042,0.454580798,0.672164105,1.100778088,1.760561568,2.468847855
200,0.077628676,0.015852886,0.362709312,0.328099223,0.495734384,0.19405573,0.72314027,1.78809579
201,0.106336601,0.490653871,0.312528495,0.810783393,0.331818362,0.737752467,2.585557545,1.803529219
202,0.608085074,0.215375691,0.777579931,0.639871064,0.21854792,1.317268294,2.046262282,1.320202937
203,0.002229914,0.486534771,0.874924448,0.883020365,0.705270636,0.481553529,3.222858012,2.970576418
204,0.834646299,0.825894965,0.161987363,0.867373831,0.377647153,2.449257812,3.484379814,1.969270954
205,0.121895479,0.843448325,0.108844674,0.869551331,0.56571006,1.056714004,3.560834984,2.622327896
206,0.254336436,0.66359175,0.524504664,0.834384506,0.301386019,1.179636731,3.316307228,1.768185825
207,0.291834654,0.361327635,0.348982422,0.654692533,0.513174387,0.975307098,2.116306459,2.173850984
208,0.422439622,0.826098785,0.117164973,0.45295715,0.422886873,1.57081688,3.120064547,1.751369425
209,0.096225058,0.549628024,0.013051239,0.316934856,0.772987808,0.736883652,1.929063535,2.63236961
210,0.465755915,0.38650413,0.988705807,0.683749623,0.364062121,1.349446739,2.769189802,1.763338626
211,0.757297445,0.751965447,0.79989516,0.291755608,0.624468993,2.27141755,3.430193664,2.19712952
212,0.2413813,0.879236835,0.499511228,0.71897664,0.953201332,1.314947037,3.887497793,3.583458149
213,0.298360916,0.510305213,0.029688723,0.28008548,0.446468958,1.104308635,1.792943633,1.713106611
214,0.212827137,0.784915334,0.16895836,0.351895222,0.691196737,1.191002923,2.918106747,2.507076411
215,0.564536403,0.957761642,0.901011024,0.092322586,0.86046392,2.079820553,3.874844004,2.659501172
216,0.813784821,0.197452588,0.936512681,0.458955591,0.776623248,1.823141598,1.963583264,2.865360545
217,0.404454765,0.299165981,0.312765237,0.563471856,0.932086675,1.11338279,1.678211413,3.369502868
218,0.039925185,0.143982413,0.802602922,0.698713775,0.01742368,0.211081614,1.941566404,0.755766693
219,0.018593146,0.6112629,0.037811136,0.031352767,0.352561918,0.669462768,1.833213287,1.138844507
220,0.875289055,0.62223712,0.014698044,0.040766582,0.655292911,2.441548595,1.971949245,2.043743767
221,0.121113551,0.815152134,0.113159134,0.125546716,0.933822045,1.064272119,2.748260568,2.783357619
222,0.991643149,0.714477795,0.016988992,0.292163782,0.655064624,2.739587454,2.50717749,2.311858335
223,0.029924519,0.552658939,0.101695828,0.906004593,0.283174999,0.550428151,2.679914229,1.738922554
224,0.836990801,0.026276732,0.633597727,0.106552268,0.097863032,1.687873821,0.770418657,0.464736006
225,0.281769571,0.576592437,0.847009548,0.746713897,0.843039244,1.142299322,3.33797092,3.342542037
226,0.789488789,0.50548725,0.194921219,0.862968413,0.84863774,2.149534556,2.503868122,3.367560194
227,0.985208452,0.769779802,0.076779589,0.529397278,0.475563953,2.80402038,2.887826319,1.883831206
228,0.037099304,0.794246158,0.102474368,0.988310991,0.260509448,0.799351349,3.491310528,1.77288761
229,0.497513016,0.969134291,0.976267336,0.205035075,0.41949988,1.957880201,4.042400697,1.531902683
230,0.845414073,0.5109754,0.594091927,0.963255623,0.088755807,2.20698229,3.133748216,1.222414594
231,0.456156653,0.44963323,0.369282655,0.261828406,0.817180312,1.393599234,2.022053331,2.747405689
232,0.059702328,0.560353388,0.583993666,0.040278706,0.415792922,0.764326414,2.288266673,1.292807065
233,0.778963641,0.94938546,0.825048959,0.923970024,0.492888336,2.518970409,4.653292194,2.444837054
234,0.300106216,0.273964061,0.703824646,0.079060494,0.428929873,0.838651156,1.59577002,1.479102468
235,0.311330954,0.320328884,0.05458967,0.316955105,0.266348065,1.006303375,1.324653009,1.122539517
236,0.889786092,0.196023968,0.414009162,0.438292301,0.696396054,2.036620975,1.329069685,2.53284549
237,0.096030898,0.701672401,0.676806468,0.381823227,0.757450777,0.909646132,3.177867383,2.677305898
238,0.38054414,0.407848724,0.29687236,0.491124227,0.749130261,1.131849322,2.068083377,2.657039309
239,0.394776173,0.892011436,0.567058545,0.95873013,0.668441115,1.611558341,4.205325289,2.956777853
240,0.406883215,0.410210527,0.778424255,0.925094922,0.959539146,1.242729789,2.906409308,3.712367423
241,0.516560926,0.809583886,0.756268338,0.177180571,0.598818335,1.906445706,3.394489455,2.019540985
242,0.560642606,0.218664526,0.017531075,0.123820087,0.850760694,1.355726606,0.802253945,2.700837136
243,0.336688796,0.361667406,0.289878214,0.531016567,0.95767979,0.992754673,2.000183403,3.513996374
244,0.250093776,0.632702324,0.745214355,0.0620686,0.7014999,1.113023897,2.786710562,2.19935015
245,0.392590203,0.292128912,0.108619518,0.803379783,0.014982157,1.101903974,1.80597959,0.897047492
246,0.939751319,0.193026519,0.658812071,0.708131481,0.434594045,2.03747051,1.888635635,1.95875129
247,0.675284932,0.865753518,0.469082552,0.602426043,0.493265645,2.127698864,3.645478651,2.131539535
248,0.842774435,0.085534862,0.271917677,0.401255825,0.201792894,1.794141199,0.922657152,0.95076858
249,0.102228789,0.080121141,0.668996973,0.896519315,0.967754124,0.237506595,1.706249603,3.812908827
250,0.005023607,0.464151534,0.683842154,0.440672023,0.888575034,0.437880986,2.550757102,3.066970962
251,0.809649771,0.740427103,0.429417967,0.302842152,0.444686334,2.326385736,3.015331532,1.675531655
252,0.790017182,0.927764343,0.106580526,0.305746635,0.458998846,2.502380896,3.261864624,1.68112603
253,0.454220683,0.646838655,0.840729676,0.268449496,0.432619204,1.554603142,3.033351173,1.553924409
254,0.670069826,0.043766961,0.478689043,0.167800086,0.784647404,1.332905974,0.758436374,2.549809733
255,0.214929181,0.102218745,0.620317312,0.440777046,0.621506136,0.489659243,1.347672696,2.322691342
256,0.171810469,0.2830227,0.495211916,0.107681653,0.693510138,0.6537391,1.376145286,2.182325706
257,0.175456958,0.525908753,0.173170808,0.671079843,0.855496604,0.936792544,2.433285104,3.23112402
258,0.509404853,0.076558326,0.259947042,0.025077178,0.707713789,1.032253015,0.497137871,2.158508281
259,0.842822176,0.857916158,0.955454998,0.555063452,0.153343111,2.549792241,4.105000946,1.060781172
260,0.742834968,0.441683712,0.729175321,0.463925152,0.723877908,1.966102099,2.485351113,2.670974089
261,0.338405427,0.787425626,0.010796623,0.260407836,0.423865977,1.384067193,2.542855859,1.561184292
262,0.811952751,0.611109039,0.119085001,0.52826237,0.608300453,2.188067062,2.479459027,2.374027857
263,0.641288193,0.755804067,0.027549732,0.906653878,0.735410124,1.917323186,3.256846805,3.239978642
264,0.969051033,0.31151201,0.881589878,0.433735203,0.99057687,2.260904856,2.28771753,3.310323813
265,0.94610164,0.7355587,0.83004238,0.877960656,0.207111266,2.616442156,3.913323407,1.550600061
266,0.463097778,0.265542327,0.024495528,0.142681533,0.83600688,1.188834237,1.060275376,2.746475984
267,0.683714566,0.870359307,0.255798787,0.965397295,0.555913785,2.177674674,3.794602886,2.630412605
268,0.6101931,0.063346388,0.120558913,0.564028494,0.290282111,1.192138008,0.812985762,1.450510888
269,0.304838455,0.970424666,0.022150358,0.47171267,0.99649759,1.567949924,3.434735499,3.478080127
270,0.720489921,0.563100656,0.792736752,0.324897882,0.446381527,1.982872445,2.787948848,1.568333146
271,0.266081188,0.190202827,0.079620556,0.791920833,0.007131843,0.671044228,1.443587503,0.827978921
272,0.84787472,0.283806353,0.058010504,0.063191408,0.320472565,1.932152993,0.889788036,1.001787084
273,0.904185844,0.96166439,0.052888952,0.835372507,0.981752432,2.72332472,3.726790511,3.708086777
274,0.780578747,0.12169365,0.099175184,0.438378301,0.203101484,1.643974863,0.92434103,0.996137953
275,0.768371304,0.059316923,0.967758484,0.916517947,0.069182297,1.61795556,2.170441721,1.124009922
276,0.699231044,0.034212155,0.122663246,0.293239268,0.003387632,1.347315655,0.601386828,0.32397541
277,0.356399589,0.538752651,0.299975766,0.319668372,0.830146467,1.345129068,2.265728255,2.796557935
